Obtid,Time,TEMP,P,HUM,WDR,WS,R,VIZ
56966,20221001115636,0.3,1026.4,37,304,4.5,0.9,10478.3
56969,20221001115636,4.7,1009.9,97,45,1.6,0.8,10427.4
56977,20221001115636,8.7,1026.3,18,202,7.7,1.4,10151.6
56985,20221001115636,26.9,1018.3,19,303,8.7,1.1,10109.2
56986,20221001115636,13.9,1015.5,68,329,5.5,0.0,10458.8
56991,20221001115636,20.3,1024.4,76,14,2.1,1.1,10150.3
59007,20221001115636,14.5,1021.8,7,348,10.8,1.1,10416.2
58448,20221001115636,24.6,1019.4,60,66,10.7,0.1,10234.9
58450,20221001115636,9.0,1007.0,71,227,2.0,1.4,10497.5
58457,20221001115636,32.1,1009.4,62,227,12.5,1.2,10197.3
58464,20221001115636,3.8,1007.0,63,56,9.0,1.2,10410.3
58467,20221001115636,33.3,1015.7,47,218,11.1,1.3,10273.2
58472,20221001115636,20.0,1002.9,46,165,11.4,0.7,10357.8
58477,20221001115636,20.7,1012.8,90,330,4.9,1.0,10114.7
58543,20221001115636,4.6,1016.9,65,163,4.9,0.6,10347.4
58549,20221001115636,5.9,1015.3,76,201,4.5,1.0,10092.0
58553,20221001115636,24.1,1018.7,16,277,6.2,1.2,10160.7
58556,20221001115636,30.5,1015.1,60,303,13.1,0.0,10401.6
58557,20221001115636,6.1,1002.7,17,168,14.1,0.8,10127.3
58562,20221001115636,28.1,1024.0,44,275,10.8,1.4,10214.2
58569,20221001115636,28.6,1002.0,57,84,11.8,0.0,10147.5
58633,20221001115636,25.3,1011.9,37,70,11.2,1.5,10449.6
58646,20221001115636,4.9,1012.0,1,207,5.0,0.0,10305.1
58652,20221001115636,23.3,1001.5,19,36,1.0,0.9,10145.4
58665,20221001115636,33.7,1008.5,49,135,2.0,1.3,10209.2
58666,20221001115636,20.2,1015.6,35,302,6.5,0.2,10205.0
58667,20221001115636,30.7,1024.3,8,84,1.5,1.1,10247.2
58742,20221001115636,5.6,1021.7,39,279,7.7,1.2,10236.2
58752,20221001115636,29.2,1015.0,19,159,10.0,1.5,10475.8
58760,20221001115636,4.0,1007.8,27,63,5.9,0.0,10488.1
57348,20221001115636,22.1,1007.3,71,76,10.3,1.3,10095.2
57426,20221001115636,20.8,1013.0,84,146,11.7,0.5,10168.0
57432,20221001115636,29.4,1019.7,45,287,5.2,0.6,10094.1
57502,20221001115636,6.2,1012.3,82,316,1.1,1.5,10170.2
57512,20221001115636,27.1,1022.3,30,149,5.3,1.1,10429.0
57516,20221001115636,5.1,1007.3,39,214,2.3,0.5,10287.2
57517,20221001115636,10.0,1014.2,10,131,8.1,0.5,10430.4
57520,20221001115636,24.7,1008.8,26,307,10.1,0.6,10409.1
57523,20221001115636,5.7,1008.6,56,317,3.6,1.2,10172.3
57536,20221001115636,1.1,1004.5,45,177,11.8,1.4,10168.7
57612,20221001115636,13.4,1013.7,37,207,10.6,0.9,10307.4
57633,20221001115636,6.4,1012.1,58,320,2.1,0.7,10340.6
