站点代码, 数据时间, 气温, 气压, 相对湿度, 风向, 风速, 降雨量, 能见度
56959,20220523065432,17.6,1018.7,47,308,12.8,0.3,10469.3
56964,20220523065432,22.0,1004.3,96,145,5.4,0.9,10268.5
56966,20220523065432,7.2,1016.1,62,197,0.8,1.3,10406.5
56969,20220523065432,7.1,1008.1,5,271,0.4,1.3,10353.1
56977,20220523065432,14.7,1022.2,10,78,9.6,1.5,10243.0
56985,20220523065432,28.0,1022.4,73,356,9.4,0.7,10161.1
56986,20220523065432,31.9,1005.0,61,92,9.6,0.5,10434.9
56991,20220523065432,1.7,1021.4,41,167,7.6,0.0,10315.4
59007,20220523065432,10.2,1010.9,5,265,2.3,0.5,10337.7
58448,20220523065432,15.9,1000.0,54,97,2.6,1.3,10052.9
58450,20220523065432,3.7,1001.7,80,21,11.2,0.3,10224.1
58457,20220523065432,23.9,1002.4,77,184,5.8,1.2,10343.6
58464,20220523065432,4.2,1011.5,46,251,2.1,0.5,10346.8
58467,20220523065432,17.5,1024.3,53,127,8.5,0.5,10482.4
58472,20220523065432,18.7,1005.2,94,285,13.4,0.8,10408.9
58477,20220523065432,32.5,1010.0,53,258,12.9,0.0,10407.3
58543,20220523065432,8.3,1017.1,50,6,10.6,1.4,10058.1
58549,20220523065432,23.4,1010.3,35,67,10.8,0.2,10444.9
58553,20220523065432,23.6,1011.7,15,268,8.4,1.5,10399.4
58556,20220523065432,18.0,1007.2,52,208,9.7,0.0,10104.0
58557,20220523065432,12.2,1021.4,5,77,8.1,1.3,10063.5
58562,20220523065432,22.7,1020.4,94,119,9.3,1.1,10307.8
58569,20220523065432,32.8,1008.7,45,267,6.4,0.6,10188.2
58633,20220523065432,30.6,1003.1,1,81,14.8,1.2,10144.8
58646,20220523065432,31.4,1019.1,21,344,4.0,0.1,10487.3
58652,20220523065432,7.7,1011.3,38,143,12.8,0.6,10046.3
58665,20220523065432,4.8,1016.4,82,286,7.8,0.5,10173.7
58666,20220523065432,20.9,1007.6,82,65,5.4,0.2,10183.9
58667,20220523065432,25.3,1026.1,10,169,4.4,0.9,10449.6
58742,20220523065432,7.3,1016.1,68,160,3.5,0.0,10468.6
58752,20220523065432,32.9,1007.6,58,188,9.5,0.6,10364.6
58760,20220523065432,28.1,1009.6,93,120,5.2,0.6,10281.3
57348,20220523065432,25.1,1004.0,85,322,4.6,0.1,10468.9
57426,20220523065432,16.9,1013.0,90,278,8.1,1.3,10195.9
57432,20220523065432,12.0,1006.0,14,233,10.4,1.1,10227.0
57502,20220523065432,11.5,1001.1,41,305,2.7,0.4,10454.1
57512,20220523065432,6.8,1014.5,63,319,2.0,1.5,10281.3
57516,20220523065432,10.6,1007.7,66,320,1.7,1.0,10190.2
57517,20220523065432,6.4,1024.5,30,319,13.3,1.1,10443.0
57520,20220523065432,3.0,1007.6,79,188,7.7,1.4,10225.2
57523,20220523065432,25.9,1025.0,63,138,11.7,0.1,10472.8
57536,20220523065432,14.7,1019.4,84,8,1.6,0.8,10445.1
57612,20220523065432,6.5,1011.2,61,237,12.4,0.5,10099.2
57633,20220523065432,33.8,1022.8,14,96,10.4,1.2,10087.0
