站点代码, 数据时间, 气温, 气压, 相对湿度, 风向, 风速, 降雨量, 能见度
56959,20221029084542,31.8,1005.6,11,147,2.2,1.1,10046.3
56964,20221029084542,1.1,1017.1,53,156,10.4,1.1,10387.8
56966,20221029084542,12.4,1006.5,99,120,8.9,0.6,10438.1
56969,20221029084542,31.5,1018.3,71,42,9.8,1.2,10316.3
56977,20221029084542,4.7,1023.0,42,319,13.8,1.1,10352.6
56985,20221029084542,33.4,1007.8,29,181,9.6,1.3,10003.6
56986,20221029084542,7.6,1023.0,71,128,0.7,0.5,10314.9
56991,20221029084542,28.4,1018.1,37,104,6.2,0.2,10212.7
59007,20221029084542,18.2,1016.4,71,12,10.5,0.7,10449.6
58448,20221029084542,32.8,1017.2,82,238,14.7,0.9,10206.1
58450,20221029084542,0.7,1009.5,62,99,14.2,0.0,10292.1
58457,20221029084542,31.0,1007.5,89,351,8.8,0.4,10483.6
58464,20221029084542,12.1,1022.5,58,115,5.9,1.1,10147.4
58467,20221029084542,21.9,1004.3,3,332,0.2,1.5,10272.1
58472,20221029084542,2.7,1001.2,42,176,13.5,0.3,10086.9
58477,20221029084542,14.9,1014.9,63,81,4.6,1.0,10231.4
58543,20221029084542,14.0,1016.2,52,217,1.4,0.8,10322.8
58549,20221029084542,27.7,1017.7,64,110,2.5,0.5,10364.9
58553,20221029084542,11.8,1015.3,25,208,4.2,0.1,10420.1
58556,20221029084542,5.5,1023.2,72,169,1.1,0.1,10129.5
58557,20221029084542,12.1,1011.8,28,296,6.7,0.2,10314.1
58562,20221029084542,12.9,1006.1,90,244,2.8,0.8,10088.6
58569,20221029084542,2.5,1002.2,49,134,11.7,0.8,10245.2
58633,20221029084542,11.1,1015.2,91,201,1.4,0.1,10161.5
58646,20221029084542,26.7,1021.8,45,269,13.6,0.7,10496.6
58652,20221029084542,21.5,1016.9,71,74,14.7,0.3,10382.7
58665,20221029084542,29.9,1024.6,38,63,13.0,0.6,10211.8
58666,20221029084542,30.7,1024.2,36,39,10.6,0.9,10167.1
58667,20221029084542,15.5,1017.0,3,213,14.1,0.6,10198.5
58742,20221029084542,32.5,1002.0,29,53,12.6,1.4,10036.2
58752,20221029084542,0.9,1026.3,63,200,7.1,0.8,10066.1
58760,20221029084542,5.2,1016.3,6,231,0.2,0.9,10321.7
57348,20221029084542,21.2,1016.8,63,124,6.1,0.8,10337.4
57426,20221029084542,12.7,1022.0,32,261,8.5,1.1,10105.0
57432,20221029084542,25.1,1018.5,87,26,12.0,0.0,10355.1
57502,20221029084542,30.3,1016.0,75,175,14.0,0.8,10299.1
57512,20221029084542,16.7,1016.8,62,64,14.3,1.2,10425.1
57516,20221029084542,15.6,1020.7,30,218,0.9,0.8,10197.4
57517,20221029084542,22.1,1014.9,7,229,13.6,0.4,10116.8
57520,20221029084542,31.7,1004.5,87,251,9.5,0.4,10161.3
57523,20221029084542,25.1,1013.2,99,191,11.7,0.7,10002.5
57536,20221029084542,28.2,1014.7,80,337,13.2,0.0,10094.9
57612,20221029084542,16.2,1005.7,17,348,14.6,0.6,10324.5
57633,20221029084542,3.3,1015.9,98,260,1.6,0.3,10204.3
